name,place_id,url,website,email,phone,overview,full_address,street,city,state,zipcode,latitude,longitude,status,services,treatment_setting,ages_served,languages,insurance,rating,reviews,type,error_message
Dakota Speech and Swallow Center,"6015 Mt Rushmore Rd Suite #3, Rapid City, SD 57701",(605) 443-6164,http://www.dakotaspeechandswallowcenter.com/,,605) 443-6164,Speech pathologist,"6015 Mt Rushmore Rd Suite #3, Rapid City, SD 57701",6015 Mt Rushmore Rd Suite #3,Rapid City,SD,57701,44.02552,-103.250145,🆕 Newly geocoded,,,,,,Dakota Speech and Swallow Center,Speech pathologist,,
Minds Matter PLLC Aberdeen SD,"405 8th Ave NW, Aberdeen, SD 57401",(605) 725-2828,https://mindsmatter.life/,,605) 725-2828,Speech pathologist,"405 8th Ave NW, Aberdeen, SD 57401",405 8th Ave NW,Aberdeen,SD,57401,45.473337,-98.494465,🆕 Newly geocoded,,,,,,Minds Matter PLLC Aberdeen SD,Speech pathologist,,
"Monument Health Physical Therapy, Occupational Therapy, and Speech Therapy","1635 Caregiver Cir, Rapid City, SD 57702",(605) 755-1100,,,605) 755-1100,Speech pathologist,"1635 Caregiver Cir, Rapid City, SD 57702",1635 Caregiver Cir,Rapid City,SD,57702,44.01702,-103.248338,🆕 Newly geocoded,,,,,,"Monument Health Physical Therapy, Occupational Therapy, and Speech Therapy",Speech pathologist,,
Children's Therapy Services Inc,"110 N Cambell St A, Rapid City, SD 57701",(605) 716-2634,http://www.childrenstherapyservicessd.com/,,605) 716-2634,Speech pathologist,"110 N Cambell St A, Rapid City, SD 57701",110 N Cambell St A,Rapid City,SD,57701,44.083073,-103.191081,🆕 Newly geocoded,,,,,,Children's Therapy Services Inc,Speech pathologist,,
Functional Kids Pediatric Therapy,"3000 E Jackson St, Sioux Falls, SD 57108",(605) 759-8466,http://www.functionalkidssd.com/,,605) 759-8466,Speech pathologist,"3000 E Jackson St, Sioux Falls, SD 57108",3000 E Jackson St,Sioux Falls,SD,57108,43.491662,-96.688805,🆕 Newly geocoded,,,,,,Functional Kids Pediatric Therapy,Speech pathologist,,
"Monument Health Physical Therapy, Occupational Therapy and Speech Therapy","2140 Junction Ave, Sturgis, SD 57785",(605) 720-2570,https://directory.monument.health/facility/sd/sturgis/2140-junction-avenue-6671505,,605) 720-2570,Occupational therapist,"2140 Junction Ave, Sturgis, SD 57785",2140 Junction Ave,Sturgis,SD,57785,44.402483,-103.507716,🆕 Newly geocoded,,,,,,"Monument Health Physical Therapy, Occupational Therapy and Speech Therapy",Occupational therapist,,
Elevate Speech Therapy & Rehabilitation Services,"3500 S Lakeport St, Sioux City, IA 51106",(712) 281-8351,https://elevatetherapyservices.org/,,712) 281-8351,Speech pathologist,"3500 S Lakeport St, Sioux City, IA 51106",3500 S Lakeport St,Sioux City,IA,51106,42.447551,-96.345843,🆕 Newly geocoded,,,,,,Elevate Speech Therapy & Rehabilitation Services,Speech pathologist,,
"Monument Health Physical Therapy, Occupational Therapy and Speech Therapy","1220 Montgomery St, Custer, SD 57730",(605) 673-9470,https://directory.monument.health/facility/sd/custer/1220-montgomery-street-6671501,,605) 673-9470,Occupational therapist,"1220 Montgomery St, Custer, SD 57730",1220 Montgomery St,Custer,SD,57730,43.772111,-103.589949,🆕 Newly geocoded,,,,,,"Monument Health Physical Therapy, Occupational Therapy and Speech Therapy",Occupational therapist,,
South Dakota Speech Pathology,South Dakota Speech Pathology,(605) 937-8674,http://www.southdakotaspeechpathology.com/,,605) 937-8674,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,South Dakota Speech Pathology,Speech pathologist,,No address or coordinates found
Move U,"5020 S Tennis Ln Ste 6, Sioux Falls, SD 57108",(605) 409-9533,http://www.themoveu.com/,,605) 409-9533,Speech pathologist,"5020 S Tennis Ln Ste 6, Sioux Falls, SD 57108",5020 S Tennis Ln Ste 6,Sioux Falls,SD,57108,43.499876,-96.767597,🆕 Newly geocoded,,,,,,Move U,Speech pathologist,,
"Monument Health Physical Therapy, Occupational Therapy and Speech Therapy","61 Charles St, Deadwood, SD 57732",(605) 717-6370,https://directory.monument.health/facility/sd/deadwood/61-charles-street,,605) 717-6370,Occupational therapist,"61 Charles St, Deadwood, SD 57732",61 Charles St,Deadwood,SD,57732,44.369645,-103.728481,🆕 Newly geocoded,,,,,,"Monument Health Physical Therapy, Occupational Therapy and Speech Therapy",Occupational therapist,,
Sanford Pediatric Therapy Services,"405 W 69th St, Sioux Falls, SD 57108",(605) 328-2230,https://www.sanfordhealth.org/locations/sanford-pediatric-therapy-services/?yxt_info=healthcare-facility-d9047c38-1805-41d0-b57a-b9d1a038d01c&y_source=1_MTA2MTkxMTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,605) 328-2230,Speech pathologist,"405 W 69th St, Sioux Falls, SD 57108",405 W 69th St,Sioux Falls,SD,57108,43.489154,-96.729203,🆕 Newly geocoded,,,,,,Sanford Pediatric Therapy Services,Speech pathologist,,
"North Star Speech and Language Pathology Center, Inc.","3555 Kenyon St #102, San Diego, CA 92110",(619) 436-1187,http://www.northstarslpc.com/,,619) 436-1187,Speech pathologist,"3555 Kenyon St #102, San Diego, CA 92110",3555 Kenyon St #102,San Diego,CA,92110,32.749944,-117.216205,🆕 Newly geocoded,,,,,,"North Star Speech and Language Pathology Center, Inc.",Speech pathologist,,
"Big Stone Therapies, Watertown, LLC","8 5th St SE, Watertown, SD 57201",(605) 753-5400,https://www.bigstonetherapies.com/,,605) 753-5400,Speech pathologist,"8 5th St SE, Watertown, SD 57201",8 5th St SE,Watertown,SD,57201,44.89818,-97.10631,🆕 Newly geocoded,,,,,,"Big Stone Therapies, Watertown, LLC",Speech pathologist,,
Whole Child Wellness,"526 W Jackson Blvd, Spearfish, SD 57783",(605) 388-2993,http://wholechildwellness.org/,,605) 388-2993,Speech pathologist,"526 W Jackson Blvd, Spearfish, SD 57783",526 W Jackson Blvd,Spearfish,SD,57783,44.490926,-103.865767,🆕 Newly geocoded,,,,,,Whole Child Wellness,Speech pathologist,,
Magnolia Speech Therapy,"509 Enon Springs Rd E, Smyrna, TN 37167",(615) 751-6524,http://www.magnoliaspeechtn.com/,,615) 751-6524,Speech pathologist,"509 Enon Springs Rd E, Smyrna, TN 37167",509 Enon Springs Rd E,Smyrna,TN,37167,35.974113,-86.49412,🆕 Newly geocoded,,,,,,Magnolia Speech Therapy,Speech pathologist,,
United Therapy Connections,"394 W Main St Suite B14, Hendersonville, TN 37075",(615) 212-8908,http://www.unitedtherapyconnections.com/,,615) 212-8908,Speech pathologist,"394 W Main St Suite B14, Hendersonville, TN 37075",394 W Main St Suite B14,Hendersonville,TN,37075,36.304547,-86.627706,🆕 Newly geocoded,,,,,,United Therapy Connections,Speech pathologist,,
Bloom Pediatric Therapy,"2730 N Mt Juliet Rd, Mt. Juliet, TN 37122",(615) 208-4849,http://bloompediatrictherapytn.com/,,615) 208-4849,Speech pathologist,"2730 N Mt Juliet Rd, Mt. Juliet, TN 37122",2730 N Mt Juliet Rd,Mt. Juliet,TN,37122,36.207678,-86.517651,🆕 Newly geocoded,,,,,,Bloom Pediatric Therapy,Speech pathologist,,
Discover Speech Therapy,"10335 Kingston Pike, Knoxville, TN 37922",(865) 851-9192,http://discoverspeechtherapy.com/,,865) 851-9192,Speech pathologist,"10335 Kingston Pike, Knoxville, TN 37922",10335 Kingston Pike,Knoxville,TN,10335,35.900183,-84.127074,🆕 Newly geocoded,,,,,,Discover Speech Therapy,Speech pathologist,,
Arise Therapies - Spring Hill Main Clinic,"3011 Longford Dr STE 4, Spring Hill, TN 37174",(615) 241-0122,http://www.arisetherapies.org/,,615) 241-0122,Speech pathologist,"3011 Longford Dr STE 4, Spring Hill, TN 37174",3011 Longford Dr STE 4,Spring Hill,TN,37174,35.772599,-86.912451,🆕 Newly geocoded,,,,,,Arise Therapies - Spring Hill Main Clinic,Speech pathologist,,
Speech Language & Learning Center of TN,"538 Brandies Cir #101, Murfreesboro, TN 37128",(615) 624-7427,https://www.sllcenter.com/,,615) 624-7427,Speech pathologist,"538 Brandies Cir #101, Murfreesboro, TN 37128",538 Brandies Cir #101,Murfreesboro,TN,37128,35.840615,-86.438197,🆕 Newly geocoded,,,,,,Speech Language & Learning Center of TN,Speech pathologist,,
Thrive Pediatric Therapy PLLC,"144 College St, Gallatin, TN 37066",(615) 802-8051,http://www.thrivepediatrictherapy.org/,,615) 802-8051,Speech pathologist,"144 College St, Gallatin, TN 37066",144 College St,Gallatin,TN,37066,36.390349,-86.443946,🆕 Newly geocoded,,,,,,Thrive Pediatric Therapy PLLC,Speech pathologist,,
Advanced Therapy Solutions,"851 Professional Park Dr, Clarksville, TN 37040",(931) 542-2168,http://www.advancedtherapy.net/,,931) 542-2168,Speech pathologist,"851 Professional Park Dr, Clarksville, TN 37040",851 Professional Park Dr,Clarksville,TN,37040,36.572512,-87.271115,🆕 Newly geocoded,,,,,,Advanced Therapy Solutions,Speech pathologist,,
Braxy Speech Therapy TN,"5214 Maryland Way Suit 302, Brentwood, TN 37027",(615) 241-0708,https://www.braxyspeechtherapy.com/,,615) 241-0708,Speech pathologist,"5214 Maryland Way Suit 302, Brentwood, TN 37027",5214 Maryland Way Suit 302,Brentwood,TN,37027,36.036147,-86.807681,🆕 Newly geocoded,,,,,,Braxy Speech Therapy TN,Speech pathologist,,
Olive Branch Speech Therapy,Olive Branch Speech Therapy,(615) 669-4408,http://www.olivebranchspeech.com/,,615) 669-4408,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Olive Branch Speech Therapy,Speech pathologist,,No address or coordinates found
Sidekick Therapy Partners,"310 Corporate Dr NW #101, Knoxville, TN 37923",(865) 693-5622,https://www.mysidekicktherapy.com/,,865) 693-5622,Medical clinic,"310 Corporate Dr NW #101, Knoxville, TN 37923",310 Corporate Dr NW #101,Knoxville,TN,37923,35.92276,-84.082831,🆕 Newly geocoded,,,,,,Sidekick Therapy Partners,Medical clinic,,
Summit Speech,"213 Uptown Square, Murfreesboro, TN 37129",(615) 212-5050,http://www.summitspeechtn.com/,,615) 212-5050,Speech pathologist,"213 Uptown Square, Murfreesboro, TN 37129",213 Uptown Square,Murfreesboro,TN,37129,35.875667,-86.383011,🆕 Newly geocoded,,,,,,Summit Speech,Speech pathologist,,
Hopes & Dreams Speech Therapy,"737 Columbia Hwy, Hohenwald, TN 38462",(931) 706-9224,https://www.hopesanddreamsspeech.com/contact,,931) 706-9224,Speech pathologist,"737 Columbia Hwy, Hohenwald, TN 38462",737 Columbia Hwy,Hohenwald,TN,38462,35.56345,-87.51887,🆕 Newly geocoded,,,,,,Hopes & Dreams Speech Therapy,Speech pathologist,,
Waterman Speech-Language Pathology,"4701 Trousdale Dr Suite 211A, Nashville, TN 37220",(615) 484-2896,http://watermanspeechlanguagepathology.com/,,615) 484-2896,Speech pathologist,"4701 Trousdale Dr Suite 211A, Nashville, TN 37220",4701 Trousdale Dr Suite 211A,Nashville,TN,37220,36.07974,-86.759244,🆕 Newly geocoded,,,,,,Waterman Speech-Language Pathology,Speech pathologist,,
The Garden Speech Therapy,"522 Sevier Ave Suite 109, Knoxville, TN 37920",(865) 264-0350,http://www.gardenspeechtherapy.com/,,865) 264-0350,Speech pathologist,"522 Sevier Ave Suite 109, Knoxville, TN 37920",522 Sevier Ave Suite 109,Knoxville,TN,37920,35.95665,-83.91029,🆕 Newly geocoded,,,,,,The Garden Speech Therapy,Speech pathologist,,
PlayWorks Therapy Services,"2690 Memorial Blvd suite b, Murfreesboro, TN 37129",(615) 624-9130,http://www.playworkstherapyservices.com/,,615) 624-9130,Health consultant,"2690 Memorial Blvd suite b, Murfreesboro, TN 37129",2690 Memorial Blvd suite b,Murfreesboro,TN,37129,35.896277,-86.382248,🆕 Newly geocoded,,,,,,PlayWorks Therapy Services,Health consultant,,
"Speech, Language & Learning Center","1511 Nashville Hwy suite a, Columbia, TN 38401",(931) 490-7770,http://www.sllcenter.com/,,931) 490-7770,Speech pathologist,"1511 Nashville Hwy suite a, Columbia, TN 38401",1511 Nashville Hwy suite a,Columbia,TN,38401,35.649333,-87.012483,🆕 Newly geocoded,,,,,,"Speech, Language & Learning Center",Speech pathologist,,
Matters of the Mouth,"Inside P4 Physical Therapy office, 1119 E College St #3, Pulaski, TN 38478",(931) 292-2233,https://mattersofthemouth.com/,,931) 292-2233,Speech pathologist,"Inside P4 Physical Therapy office, 1119 E College St #3, Pulaski, TN 38478",Inside P4 Physical Therapy office,Pulaski,TN,38478,35.192665,-87.011469,🆕 Newly geocoded,,,,,,Matters of the Mouth,Speech pathologist,,
Berns Therapy Solutions,"4205 Hillsboro Pike # 304, Nashville, TN 37215",(615) 200-8289,http://www.bernstherapy.com/,,615) 200-8289,Speech pathologist,"4205 Hillsboro Pike # 304, Nashville, TN 37215",4205 Hillsboro Pike # 304,Nashville,TN,37215,36.100637,-86.819812,🆕 Newly geocoded,,,,,,Berns Therapy Solutions,Speech pathologist,,
The Speech Language & Learning Center of TN,"1311 S Locust Ave #101, Lawrenceburg, TN 38464",(931) 766-6374,http://www.sllcenter.com/,,931) 766-6374,Speech pathologist,"1311 S Locust Ave #101, Lawrenceburg, TN 38464",1311 S Locust Ave #101,Lawrenceburg,TN,38464,35.226357,-87.336217,🆕 Newly geocoded,,,,,,The Speech Language & Learning Center of TN,Speech pathologist,,
Central Texas Speech Pathology,"B, 8500 Bluffstone Cove #105, Austin, TX 78759",(512) 327-6179,http://www.centraltexasspeech.com/,,512) 327-6179,Speech pathologist,"B, 8500 Bluffstone Cove #105, Austin, TX 78759",B,Austin,TX,78759,30.3886,-97.766824,🆕 Newly geocoded,,,,,,Central Texas Speech Pathology,Speech pathologist,,
Frisco Feeding & Speech Therapy,"11330 Legacy Dr Suite 306, Frisco, TX 75033",(469) 297-6340,https://www.friscofeedingslp.com/,,469) 297-6340,Speech pathologist,"11330 Legacy Dr Suite 306, Frisco, TX 75033",11330 Legacy Dr Suite 306,Frisco,TX,11330,33.172599,-96.846257,🆕 Newly geocoded,,,,,,Frisco Feeding & Speech Therapy,Speech pathologist,,
"Thrive Speech Therapy, PLLC","2043 N Mason Rd #702, Katy, TX 77449",(281) 982-1313,https://www.thrivespeech.net/,,281) 982-1313,Speech pathologist,"2043 N Mason Rd #702, Katy, TX 77449",2043 N Mason Rd #702,Katy,TX,77449,29.80378,-95.75363,🆕 Newly geocoded,,,,,,"Thrive Speech Therapy, PLLC",Speech pathologist,,
"Thrive Speech Therapy, PLLC","10242 Greenhouse Rd Suite#601, Cypress, TX 77433",(281) 982-1313,https://www.thrivespeech.net/,,281) 982-1313,Speech pathologist,"10242 Greenhouse Rd Suite#601, Cypress, TX 77433",10242 Greenhouse Rd Suite#601,Cypress,TX,10242,29.925391,-95.702592,🆕 Newly geocoded,,,,,,"Thrive Speech Therapy, PLLC",Speech pathologist,,
Speechberry (formerly Flower Mound Speech & Therapy Center),"4315 Windsor Centre Trail Suite 100, Flower Mound, TX 75028",(469) 458-7764,http://flowermoundspeech.com/,,469) 458-7764,Speech pathologist,"4315 Windsor Centre Trail Suite 100, Flower Mound, TX 75028",4315 Windsor Centre Trail Suite 100,Flower Mound,TX,75028,33.044915,-97.071486,🆕 Newly geocoded,,,,,,Speechberry (formerly Flower Mound Speech & Therapy Center),Speech pathologist,,
Frisco Feeding & Speech Therapy,"8751 Collin McKinney Pkwy STE 1401, McKinney, TX 75070",(469) 297-6340,https://www.friscofeedingslp.com/,,469) 297-6340,Speech pathologist,"8751 Collin McKinney Pkwy STE 1401, McKinney, TX 75070",8751 Collin McKinney Pkwy STE 1401,McKinney,TX,75070,33.136995,-96.729002,🆕 Newly geocoded,,,,,,Frisco Feeding & Speech Therapy,Speech pathologist,,
"Texas Speech Pathways, PLLC","3851 FM 663, Midlothian, TX 76065",(469) 550-9913,https://www.texasspeechpathways.com/,,469) 550-9913,Speech pathologist,"3851 FM 663, Midlothian, TX 76065",3851 FM 663,Midlothian,TX,76065,32.441,-96.998068,🆕 Newly geocoded,,,,,,"Texas Speech Pathways, PLLC",Speech pathologist,,
Speech Therapy Works,"800 Bonaventure Wy Unit 147, Sugar Land, TX 77479",(832) 292-6800,http://www.speechtherapyworkstx.com/,,832) 292-6800,Speech pathologist,"800 Bonaventure Wy Unit 147, Sugar Land, TX 77479",800 Bonaventure Wy Unit 147,Sugar Land,TX,77479,29.605092,-95.64222,🆕 Newly geocoded,,,,,,Speech Therapy Works,Speech pathologist,,
Frisco Feeding & Speech Therapy,"1580 W Frontier Pkwy Suite 110, Prosper, TX 75078",(469) 297-6340,https://www.friscofeedingslp.com/,,469) 297-6340,Speech pathologist,"1580 W Frontier Pkwy Suite 110, Prosper, TX 75078",1580 W Frontier Pkwy Suite 110,Prosper,TX,75078,33.263105,-96.807736,🆕 Newly geocoded,,,,,,Frisco Feeding & Speech Therapy,Speech pathologist,,
"Thrive Speech Therapy, PLLC","7660 Woodway Dr Suite#395, Houston, TX 77063",(281) 982-1313,https://www.thrivespeech.net/,,281) 982-1313,Speech pathologist,"7660 Woodway Dr Suite#395, Houston, TX 77063",7660 Woodway Dr Suite#395,Houston,TX,77063,29.752696,-95.5033,🆕 Newly geocoded,,,,,,"Thrive Speech Therapy, PLLC",Speech pathologist,,
Capital Area Speech & Occupational Therapy,"13620 N FM 620 Bldg A Suite 110, Austin, TX 78717",(512) 250-8706,http://www.capitalareaspeech.com/,,512) 250-8706,Speech pathologist,"13620 N FM 620 Bldg A Suite 110, Austin, TX 78717",13620 N FM 620 Bldg A Suite 110,Austin,TX,13620,30.493899,-97.725542,🆕 Newly geocoded,,,,,,Capital Area Speech & Occupational Therapy,Speech pathologist,,
Inside Out Speech & Language Therapy,"8700 Menchaca Rd Suites 105-106, Austin, TX 78748",(512) 733-9541,http://www.insideoutspeech.com/,,512) 733-9541,Speech pathologist,"8700 Menchaca Rd Suites 105-106, Austin, TX 78748",8700 Menchaca Rd Suites 105-106,Austin,TX,78748,30.185065,-97.817523,🆕 Newly geocoded,,,,,,Inside Out Speech & Language Therapy,Speech pathologist,,
Speech & Occupational Therapy of North Texas,"1410 14th St, Plano, TX 75074",(972) 424-0148,http://www.speechandot.com/,,972) 424-0148,Speech pathologist,"1410 14th St, Plano, TX 75074",1410 14th St,Plano,TX,75074,33.017955,-96.694056,🆕 Newly geocoded,,,,,,Speech & Occupational Therapy of North Texas,Speech pathologist,,
Shine Speech Therapy & Social Language Center,"611 N Tom Green Ave, Odessa, TX 79761",(432) 653-0038,https://shinespeechtx.com/,,432) 653-0038,Speech pathologist,"611 N Tom Green Ave, Odessa, TX 79761",611 N Tom Green Ave,Odessa,TX,79761,31.851876,-102.366627,🆕 Newly geocoded,,,,,,Shine Speech Therapy & Social Language Center,Speech pathologist,,
"Central Texas Speech Pathology Services, Inc.","2525 Wallingwood Dr building 2, Austin, TX 78746",(512) 327-6179,http://www.centraltexasspeech.com/,,512) 327-6179,Speech pathologist,"2525 Wallingwood Dr building 2, Austin, TX 78746",2525 Wallingwood Dr building 2,Austin,TX,78746,30.263482,-97.784278,🆕 Newly geocoded,,,,,,"Central Texas Speech Pathology Services, Inc.",Speech pathologist,,
Speech & Language Center at Stone Oak,"225 E Sonterra Blvd #120, San Antonio, TX 78258",(210) 495-9944,http://www.stoneoakspeech.com/,,210) 495-9944,Speech pathologist,"225 E Sonterra Blvd #120, San Antonio, TX 78258",225 E Sonterra Blvd #120,San Antonio,TX,78258,29.617028,-98.491709,🆕 Newly geocoded,,,,,,Speech & Language Center at Stone Oak,Speech pathologist,,
Monkey Mouths,"7201 Hawkins View Dr Suite 151, Fort Worth, TX 76132",(817) 479-7019,https://monkeymouths.com/about-us/our-locations/fort-worth-office/,,817) 479-7019,Speech pathologist,"7201 Hawkins View Dr Suite 151, Fort Worth, TX 76132",7201 Hawkins View Dr Suite 151,Fort Worth,TX,76132,32.66314,-97.418683,🆕 Newly geocoded,,,,,,Monkey Mouths,Speech pathologist,,
Sol Speech & Language Therapy,"6448 E Hwy 290 Suite E-108, Austin, TX 78723",(512) 808-3953,http://solspeechandlanguage.com/?utm_source=GMBhome&utm_medium=organic,,512) 808-3953,Speech pathologist,"6448 E Hwy 290 Suite E-108, Austin, TX 78723",6448 E Hwy 290 Suite E-108,Austin,TX,78723,30.32322,-97.695075,🆕 Newly geocoded,,,,,,Sol Speech & Language Therapy,Speech pathologist,,
Panda Speech Therapy Services and Children's Books,Panda Speech Therapy Services and Children's Books,(806) 341-9982,https://www.pandaspeechtherapy.com/,,806) 341-9982,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Panda Speech Therapy Services and Children's Books,Speech pathologist,,No address or coordinates found
Utah Speech Therapy - Payson,"766 E 100 N Suite B, Payson, UT 84651",(801) 369-8369,http://www.speechtherapyutah.com/,,801) 369-8369,Speech pathologist,"766 E 100 N Suite B, Payson, UT 84651",766 E 100 N Suite B,Payson,UT,84651,40.044062,-111.720392,🆕 Newly geocoded,,,,,,Utah Speech Therapy - Payson,Speech pathologist,,
Wasatch Speech & Language Center,"2120 E 3900 S STE 200, Salt Lake City, UT 84124",(801) 308-0400,http://www.wasatchspeech.com/,,801) 308-0400,Medical clinic,"2120 E 3900 S STE 200, Salt Lake City, UT 84124",2120 E 3900 S STE 200,Salt Lake City,UT,84124,40.68676,-111.830276,🆕 Newly geocoded,,,,,,Wasatch Speech & Language Center,Medical clinic,,
WTAMU Speech and Hearing Clinic,"WTAMU Amarillo Center, 720 S Tyler St Suite 120, Amarillo, TX 79101",(806) 651-5101,https://www.wtamu.edu/academics/college-nursing-health-sciences/department-communication-disorders/wtamu-speech-hearing-clinic/index.html,,806) 651-5101,Specialized clinic,"WTAMU Amarillo Center, 720 S Tyler St Suite 120, Amarillo, TX 79101",WTAMU Amarillo Center,Amarillo,TX,79101,35.206172,-101.839132,🆕 Newly geocoded,,,,,,WTAMU Speech and Hearing Clinic,Specialized clinic,,
